satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_at_company,work_accident,left,promotion_last_5years,department,test,salary
0.97,0.93,2,160,6,0,0,0,technical,0.011625,medium
0.49,0.61,4,232,3,1,0,0,technical,0.010517241,medium
0.62,0.71,3,255,2,0,0,0,technical,0.008352941,medium
0.35,0.54,3,128,3,0,0,0,support,0.01265625,medium
0.81,0.79,4,222,3,0,0,0,support,0.014234234,medium
0.57,0.75,5,171,4,0,0,0,support,0.021929825,medium
1,0.66,4,173,2,0,0,0,support,0.015260116,medium
0.93,0.71,4,272,2,0,0,0,support,0.010441176,medium
0.89,0.85,3,166,3,0,0,0,support,0.015361446,medium
0.52,0.85,4,257,2,0,0,0,support,0.013229572,medium
0.12,0.65,5,262,6,0,0,0,support,0.01240458,medium
0.14,0.49,4,115,4,0,0,0,support,0.017043478,medium
0.57,0.54,4,142,4,0,0,0,technical,0.015211268,medium
0.91,0.6,5,150,3,0,0,0,product_mng,0.02,medium
0.93,0.9,3,172,3,0,0,0,product_mng,0.015697674,medium
0.81,0.68,3,236,2,0,0,0,product_mng,0.008644068,medium
0.51,0.74,4,151,3,0,0,0,product_mng,0.019602649,medium
0.49,0.52,3,168,3,0,0,0,IT,0.009285714,medium
0.55,0.55,5,256,3,0,0,0,RandD,0.010742188,medium
0.17,0.51,6,213,3,0,0,0,RandD,0.014366197,medium
0.8,0.79,4,148,3,0,0,0,RandD,0.021351351,medium
0.61,0.67,3,266,3,0,0,0,RandD,0.007556391,medium
0.59,0.73,3,195,2,0,0,0,RandD,0.011230769,medium
0.67,0.77,4,242,3,0,0,0,marketing,0.012727273,medium
0.96,0.81,4,183,3,0,0,0,sales,0.017704918,medium
0.72,0.66,3,134,3,0,0,0,accounting,0.014776119,medium
0.72,0.76,4,189,2,0,0,0,support,0.016084656,medium
0.99,0.61,5,196,3,0,0,0,technical,0.015561224,medium
0.22,0.61,4,150,6,0,0,0,management,0.016266667,medium
0.32,0.52,4,191,2,0,0,0,marketing,0.010890052,medium
0.64,0.86,4,248,6,0,0,0,marketing,0.013870968,medium
0.9,0.49,3,256,2,0,0,0,marketing,0.005742188,medium
0.86,0.9,3,158,2,0,0,0,sales,0.017088608,medium
0.67,0.76,2,210,2,0,0,0,sales,0.007238095,medium
0.9,0.59,3,247,2,0,0,0,sales,0.007165992,medium
0.52,0.8,3,156,3,0,0,0,sales,0.015384615,medium
0.57,0.89,3,202,2,0,0,0,sales,0.013217822,medium
0.55,0.83,3,157,2,0,0,0,sales,0.015859873,medium
0.77,0.76,5,149,2,0,0,0,technical,0.025503356,medium
1,0.61,5,178,3,0,0,0,technical,0.017134831,medium
0.93,0.81,3,212,3,0,0,0,technical,0.011462264,medium
0.5,0.4,2,108,2,0,0,0,technical,0.007407407,medium
0.9,0.66,4,160,2,1,0,0,support,0.0165,medium
0.61,0.56,2,160,3,0,0,0,support,0.007,medium
0.57,0.97,5,196,2,0,0,0,support,0.024744898,medium
0.43,0.5,4,121,5,1,0,0,support,0.016528926,medium
0.6,0.56,5,268,2,0,0,0,support,0.010447761,medium
0.56,0.92,3,232,2,0,0,0,support,0.011896552,medium
0.57,0.62,5,263,2,0,0,0,support,0.011787072,medium
0.56,0.82,3,208,2,0,0,0,support,0.011826923,medium
0.86,0.55,5,149,4,0,0,0,IT,0.018456376,medium
0.97,0.96,4,250,6,0,0,0,RandD,0.01536,medium
0.13,0.76,5,171,5,0,0,0,RandD,0.022222222,medium
0.73,0.89,3,139,3,0,0,0,RandD,0.019208633,medium
0.62,0.95,4,132,3,0,0,0,RandD,0.028787879,medium
0.59,0.37,3,125,2,0,0,0,RandD,0.00888,medium
0.63,0.7,6,141,3,1,0,0,marketing,0.029787234,medium
0.64,0.52,3,269,2,0,0,0,sales,0.005799257,medium
0.5,0.85,5,249,3,1,0,0,accounting,0.017068273,medium
0.58,0.89,3,256,2,0,0,0,support,0.010429688,medium
0.32,0.87,4,179,4,0,0,0,technical,0.019441341,medium
0.72,0.67,5,210,2,0,0,0,management,0.015952381,medium
0.61,0.74,3,160,3,0,0,0,marketing,0.013875,medium
0.97,0.55,2,267,4,0,0,0,marketing,0.00411985,medium
0.87,0.64,2,169,3,1,0,0,marketing,0.007573964,medium
0.88,0.81,4,235,6,0,0,0,sales,0.013787234,medium
0.52,0.99,3,136,3,0,0,0,sales,0.021838235,medium
0.95,0.81,5,210,4,0,0,0,sales,0.019285714,medium
0.96,0.62,5,230,2,0,0,0,sales,0.013478261,medium
0.98,0.58,5,186,3,0,0,0,sales,0.015591398,medium
0.51,0.51,2,271,3,0,0,0,sales,0.003763838,medium
1,0.63,2,105,2,0,0,0,sales,0.012,medium
0.97,0.67,2,147,2,0,0,0,sales,0.009115646,medium
0.84,0.76,5,243,3,0,0,0,sales,0.01563786,medium
0.94,0.57,3,166,4,0,0,0,sales,0.010301205,medium
0.7,0.79,4,194,3,0,0,0,sales,0.01628866,medium
0.64,1,4,201,2,0,0,0,sales,0.019900498,medium
0.56,0.88,4,248,2,0,0,0,sales,0.014193548,medium
0.32,0.81,5,111,4,0,0,0,sales,0.036486486,medium
0.75,0.72,5,174,3,0,0,0,sales,0.020689655,medium
0.78,0.58,3,241,3,1,0,0,sales,0.007219917,medium
0.7,0.49,4,173,3,0,0,0,sales,0.01132948,medium
0.21,0.39,6,132,5,0,0,0,accounting,0.017727273,medium
0.5,0.75,5,178,6,0,0,0,technical,0.021067416,medium
0.61,0.52,5,255,3,0,0,0,support,0.010196078,medium
0.72,0.5,4,245,3,0,0,0,support,0.008163265,medium
0.78,0.95,3,155,3,1,0,0,support,0.018387097,medium
0.87,0.84,5,216,3,1,0,0,support,0.019444444,medium
0.85,0.96,2,260,3,0,0,0,support,0.007384615,medium
0.83,0.67,5,132,2,1,0,0,support,0.025378788,medium
0.4,0.37,3,169,3,1,0,0,support,0.006568047,medium
0.48,0.98,3,257,2,0,0,0,support,0.011439689,medium
0.54,0.49,4,190,3,0,0,0,technical,0.010315789,medium
0.76,0.81,5,270,4,0,0,0,technical,0.015,medium
0.88,0.59,4,227,3,0,0,0,management,0.010396476,medium
0.9,0.55,3,195,3,0,0,0,IT,0.008461538,medium
0.61,0.62,4,233,3,0,0,0,marketing,0.010643777,medium
0.53,0.85,5,268,3,1,0,0,sales,0.015858209,medium
0.9,0.64,4,201,2,1,0,0,sales,0.012736318,medium
0.67,0.9,5,171,3,0,0,0,sales,0.026315789,medium
0.22,0.7,4,225,4,0,0,0,sales,0.012444444,medium
0.35,0.56,3,144,3,0,0,0,sales,0.011666667,medium
0.66,0.96,4,185,2,1,0,0,sales,0.020756757,medium
0.63,0.82,5,275,3,1,0,0,sales,0.014909091,medium
0.89,0.67,3,269,3,0,0,0,sales,0.007472119,medium
0.88,0.75,4,201,2,0,0,0,sales,0.014925373,medium
0.99,0.89,4,254,3,1,0,0,sales,0.014015748,medium
0.12,0.84,5,230,4,0,0,0,sales,0.01826087,medium
0.64,0.43,5,269,3,0,0,0,sales,0.007992565,medium
0.65,0.72,3,248,4,0,0,0,sales,0.008709677,medium
0.56,0.57,4,161,3,0,0,0,sales,0.014161491,medium
0.88,0.62,4,237,2,0,0,0,sales,0.010464135,medium
0.54,0.68,3,144,5,0,0,0,sales,0.014166667,medium
0.77,0.8,2,255,2,1,0,0,accounting,0.00627451,medium
0.66,0.67,5,148,3,0,0,0,accounting,0.022635135,medium
1,0.86,4,195,4,0,0,0,support,0.017641026,medium
0.79,0.68,5,272,3,0,0,0,support,0.0125,medium
0.62,0.61,3,171,3,0,0,0,support,0.010701754,medium
0.45,0.43,4,253,4,0,0,0,support,0.006798419,medium
0.54,0.48,3,158,2,0,0,0,support,0.009113924,medium
0.13,0.97,3,156,2,0,0,0,support,0.018653846,medium
0.99,0.73,3,181,2,0,0,0,support,0.012099448,medium
0.54,0.75,4,249,4,0,0,0,support,0.012048193,medium
0.52,0.38,3,132,4,0,0,0,support,0.008636364,medium
0.24,0.65,4,248,3,0,0,0,support,0.010483871,medium
0.12,0.7,5,277,3,0,0,0,support,0.012635379,medium
0.52,0.96,6,166,5,1,0,0,technical,0.034698795,medium
0.25,0.64,4,226,5,0,0,0,management,0.011327434,medium
0.63,0.91,3,233,4,0,0,0,IT,0.011716738,medium
0.61,0.46,3,171,3,0,0,0,IT,0.008070175,medium
0.51,0.56,4,157,3,0,0,0,IT,0.014267516,medium
0.5,0.76,3,174,3,0,0,0,sales,0.013103448,medium
0.59,0.61,3,210,2,0,0,0,sales,0.008714286,medium
0.68,0.58,4,186,2,0,0,0,sales,0.012473118,medium
0.85,0.82,5,184,3,0,0,0,sales,0.022282609,medium
0.83,0.77,3,260,2,0,0,0,sales,0.008884615,medium
0.7,0.58,4,207,2,1,0,0,sales,0.011207729,medium
0.16,0.76,6,210,5,0,0,0,sales,0.021714286,medium
0.66,0.95,5,206,2,0,0,0,sales,0.023058252,medium
0.81,0.84,4,173,4,0,0,0,sales,0.019421965,medium
0.96,0.74,5,194,4,1,0,0,sales,0.019072165,medium
0.66,0.54,5,203,2,0,0,0,sales,0.013300493,medium
0.83,0.53,3,186,4,0,0,0,sales,0.008548387,medium
0.67,0.78,4,193,3,0,0,0,sales,0.016165803,medium
0.54,0.61,2,264,3,0,0,0,sales,0.004621212,medium
0.22,0.69,3,212,3,0,0,0,sales,0.009764151,medium
0.25,0.82,5,244,5,1,0,0,sales,0.016803279,medium
0.63,0.95,4,134,3,0,0,0,support,0.028358209,medium
0.89,0.7,3,256,4,0,0,0,support,0.008203125,medium
0.71,0.36,2,132,5,0,0,0,support,0.005454545,medium
0.88,0.82,4,109,2,0,0,0,support,0.030091743,medium
0.73,0.52,4,141,3,0,0,0,support,0.014751773,medium
0.52,0.83,4,180,2,0,0,0,support,0.018444444,medium
0.77,0.65,2,162,4,1,0,0,support,0.008024691,medium
0.94,0.48,4,143,2,0,0,0,support,0.013426573,medium
0.99,0.87,5,211,2,0,0,0,support,0.020616114,medium
0.89,0.56,4,225,4,0,0,0,technical,0.009955556,medium
0.53,0.52,2,135,4,0,0,0,technical,0.007703704,medium
0.23,0.64,3,228,4,1,0,0,technical,0.008421053,medium
0.71,0.51,4,202,3,0,0,0,IT,0.01009901,medium
0.75,0.71,5,147,4,1,0,0,IT,0.02414966,medium
0.63,0.89,3,239,3,0,0,0,IT,0.011171548,medium
0.55,0.4,5,219,4,0,0,0,IT,0.00913242,medium
0.59,0.52,6,190,4,0,0,0,sales,0.016421053,medium
0.54,0.71,3,145,3,1,0,0,sales,0.014689655,medium
0.34,0.69,2,193,3,0,0,0,sales,0.007150259,medium
0.91,0.82,3,183,2,0,0,0,sales,0.013442623,medium
0.49,0.61,3,240,3,0,0,0,sales,0.007625,medium
0.71,1,5,210,3,0,0,0,sales,0.023809524,medium
0.64,0.72,4,152,3,1,0,0,sales,0.018947368,medium
0.6,0.61,4,140,4,0,0,0,sales,0.017428571,medium
0.91,0.66,3,208,4,0,0,0,sales,0.009519231,medium
0.92,0.6,3,198,2,0,0,0,sales,0.009090909,medium
0.91,0.52,3,178,3,0,0,0,sales,0.008764045,medium
0.88,0.77,3,279,3,1,0,0,sales,0.00827957,medium
0.84,0.73,3,181,3,1,0,0,sales,0.012099448,medium
0.56,0.55,2,270,3,0,0,0,sales,0.004074074,medium
0.6,0.52,3,236,3,0,0,0,sales,0.006610169,medium
0.71,0.87,3,271,2,0,0,0,accounting,0.009630996,medium
0.59,0.9,4,173,3,0,0,0,support,0.020809249,medium
0.59,0.55,3,179,3,0,0,0,support,0.009217877,medium
0.8,0.58,4,189,2,0,0,0,support,0.012275132,medium
0.84,0.85,5,246,3,0,0,0,support,0.017276423,medium
0.54,0.76,2,166,4,0,0,0,support,0.009156627,medium
0.51,0.98,4,245,3,0,0,0,support,0.016,medium
0.66,0.56,2,104,3,1,0,0,support,0.010769231,medium
0.37,0.52,4,151,2,0,0,0,support,0.013774834,medium
0.49,0.63,4,213,3,0,0,0,support,0.011830986,medium
0.88,0.71,5,255,3,0,0,0,support,0.013921569,medium
0.66,0.9,4,268,3,0,0,0,technical,0.013432836,medium
0.25,0.53,4,160,4,0,0,0,technical,0.01325,medium
0.54,0.95,5,255,2,0,0,0,IT,0.018627451,medium
0.24,0.95,3,168,4,0,0,0,IT,0.016964286,medium
0.65,0.74,4,228,2,1,0,0,IT,0.012982456,medium
0.58,0.87,4,181,3,0,0,0,IT,0.019226519,medium
0.33,1,2,210,3,1,0,0,sales,0.00952381,medium
0.15,0.92,5,164,3,0,0,0,sales,0.02804878,medium
0.61,0.78,4,198,3,0,0,0,sales,0.015757576,medium
0.92,0.55,4,220,2,0,0,0,sales,0.01,medium
0.13,0.61,6,283,5,0,0,0,sales,0.012932862,medium
0.18,0.48,4,240,4,0,0,0,sales,0.008,medium
0.27,0.85,5,142,6,0,0,0,sales,0.029929577,medium
0.66,0.61,4,263,4,0,0,0,sales,0.009277567,medium
0.21,0.81,5,142,4,0,0,0,sales,0.028521127,medium
0.92,0.9,4,203,4,0,0,0,sales,0.01773399,medium
0.97,0.5,3,266,3,1,0,0,sales,0.005639098,medium
0.97,0.7,3,253,3,0,0,0,sales,0.008300395,medium
0.9,0.76,4,252,4,0,0,0,sales,0.012063492,medium
0.81,0.75,5,101,5,0,0,0,sales,0.037128713,medium
0.99,0.72,3,163,3,0,0,0,sales,0.013251534,medium
0.49,0.5,5,170,2,0,0,0,sales,0.014705882,medium
0.75,0.94,5,217,2,0,0,0,support,0.021658986,medium
0.62,0.5,4,156,2,0,0,0,support,0.012820513,medium
0.91,0.88,3,189,2,0,0,0,support,0.013968254,medium
0.61,0.98,2,238,4,0,0,0,support,0.008235294,medium
0.79,0.77,3,201,6,1,0,0,support,0.011492537,medium
0.9,0.93,4,263,3,1,0,0,support,0.014144487,medium
0.75,0.83,3,146,3,0,0,0,support,0.017054795,medium
0.81,0.64,4,213,3,0,0,0,support,0.012018779,medium
0.59,0.88,3,159,2,0,0,0,technical,0.016603774,medium
0.56,0.83,3,236,3,1,0,0,technical,0.010550847,medium
0.98,0.79,5,257,4,0,0,0,technical,0.01536965,medium
0.59,0.72,4,168,4,0,0,0,management,0.017142857,medium
0.55,0.93,5,196,3,0,0,0,IT,0.02372449,medium
0.2,0.97,4,237,5,0,0,0,IT,0.016371308,medium
0.79,0.44,2,236,3,0,0,0,IT,0.003728814,medium
0.52,0.98,4,265,3,0,0,0,product_mng,0.014792453,medium
0.75,0.59,3,117,3,1,0,0,RandD,0.015128205,medium
0.96,0.51,4,225,3,0,0,0,marketing,0.009066667,medium
0.75,0.92,3,211,3,0,0,0,sales,0.013080569,medium
0.19,0.58,4,173,5,0,0,0,accounting,0.013410405,medium
0.52,0.97,4,170,3,0,0,0,support,0.022823529,medium
0.6,0.6,3,242,3,0,0,0,technical,0.007438017,medium
0.9,0.81,4,175,3,0,0,0,management,0.018514286,medium
0.89,0.92,3,195,2,0,0,0,marketing,0.014153846,medium
0.54,0.93,4,184,2,1,0,0,marketing,0.020217391,medium
0.99,0.55,3,170,3,0,0,0,marketing,0.009705882,medium
0.66,0.56,4,185,3,0,0,0,sales,0.012108108,medium
0.92,0.64,4,259,2,0,0,0,sales,0.00988417,medium
0.19,0.72,4,102,3,0,0,0,sales,0.028235294,medium
0.39,0.37,5,156,4,0,0,0,sales,0.011858974,medium
0.41,0.68,3,191,4,0,0,0,sales,0.010680628,medium
0.6,0.49,3,239,2,0,0,0,sales,0.006150628,medium
0.95,0.54,4,235,4,0,0,0,sales,0.009191489,medium
0.51,0.87,2,130,4,0,0,0,sales,0.013384615,medium
0.54,0.74,2,166,3,0,0,0,sales,0.008915663,medium
0.16,0.54,5,206,5,0,0,0,sales,0.013106796,medium
0.98,0.77,3,191,2,0,0,0,sales,0.012094241,medium
0.65,0.75,3,214,3,0,0,0,sales,0.010514019,medium
0.38,0.5,3,196,3,0,0,0,sales,0.007653061,medium
0.95,0.71,4,151,4,0,0,0,sales,0.018807947,medium
0.6,0.62,5,165,2,0,0,0,sales,0.018787879,medium
0.92,0.68,5,177,4,0,0,0,support,0.01920904,medium
0.83,0.74,4,249,2,0,0,0,support,0.01188755,medium
0.49,0.37,5,246,3,0,0,0,support,0.007520325,medium
0.8,0.66,4,223,3,0,0,0,support,0.011838565,medium
0.54,0.76,4,244,2,0,0,0,support,0.012459016,medium
0.37,0.72,3,169,2,1,0,0,support,0.012781065,medium
0.93,0.56,5,140,3,0,0,0,technical,0.02,medium
0.88,0.99,5,253,2,0,0,0,technical,0.019565217,medium
0.79,0.87,3,194,2,0,0,0,technical,0.013453608,medium
0.65,0.88,4,173,3,0,0,0,management,0.020346821,medium
0.72,0.7,4,172,3,0,0,0,IT,0.01627907,medium
0.58,0.49,3,167,3,0,0,0,IT,0.008802395,medium
0.94,0.8,4,266,3,1,0,0,support,0.012030075,medium
0.76,0.74,4,261,3,0,0,0,technical,0.011340996,medium
0.89,0.49,4,275,3,0,0,0,management,0.007127273,medium
0.9,0.88,5,254,2,0,0,0,marketing,0.017322835,medium
1,0.93,5,231,2,0,0,0,marketing,0.02012987,medium
0.71,0.9,3,138,3,0,0,0,marketing,0.019565217,medium
0.73,0.97,4,163,3,0,0,0,sales,0.023803681,medium
0.97,0.9,5,262,3,0,0,0,sales,0.017175573,medium
0.6,0.59,4,201,3,0,0,0,sales,0.011741294,medium
0.82,0.67,3,229,3,0,0,0,sales,0.008777293,medium
0.95,0.48,4,228,2,0,0,0,sales,0.008421053,medium
0.88,0.65,5,228,3,0,0,0,sales,0.014254386,medium
0.79,0.49,3,273,3,0,0,0,sales,0.005384615,medium
0.52,0.96,4,171,2,0,0,0,sales,0.02245614,medium
0.22,0.61,3,148,5,0,0,0,sales,0.012364865,medium
0.59,0.96,5,211,3,0,0,0,sales,0.022748815,medium
0.84,0.64,2,211,3,0,0,0,sales,0.006066351,medium
0.54,0.41,3,175,3,0,0,0,sales,0.007028571,medium
1,0.86,4,245,4,0,0,0,sales,0.014040816,medium
0.93,0.59,3,273,2,1,0,0,sales,0.006483516,medium
0.96,0.55,3,225,4,1,0,0,sales,0.007333333,medium
0.56,0.41,5,152,3,0,0,0,sales,0.013486842,medium
0.49,0.66,5,194,3,0,0,0,sales,0.017010309,medium
0.96,0.64,3,166,2,0,0,0,accounting,0.011566265,medium
0.65,0.89,5,223,3,1,0,0,accounting,0.019955157,medium
0.14,0.66,5,281,4,1,0,0,accounting,0.011743772,medium
0.64,0.49,3,241,3,0,0,0,hr,0.006099585,medium
0.98,0.91,3,165,2,1,0,0,hr,0.016545455,medium
0.71,0.59,4,143,2,0,0,0,hr,0.016503497,medium
0.96,0.49,5,137,3,0,0,0,hr,0.017883212,medium
0.9,0.57,4,185,3,1,0,0,technical,0.012324324,medium
0.52,0.96,3,271,3,1,0,0,technical,0.010627306,medium
0.78,0.98,4,207,2,1,0,0,technical,0.018937198,medium
0.7,0.95,4,231,3,0,0,0,support,0.016450216,medium
0.69,0.75,5,196,3,0,0,0,support,0.019132653,medium
0.97,0.83,3,238,2,0,0,0,support,0.010462185,medium
0.62,0.89,4,261,2,0,0,0,technical,0.013639847,medium
0.55,0.87,3,201,2,0,0,0,technical,0.012985075,medium
0.15,0.81,3,191,5,0,0,0,management,0.012722513,medium
0.84,0.86,3,199,3,0,0,0,IT,0.012964824,medium
0.87,0.64,5,234,2,1,0,0,IT,0.013675214,medium
0.14,0.73,6,237,5,0,0,0,IT,0.018481013,medium
0.84,0.96,6,155,5,0,0,0,product_mng,0.03716129,medium
0.94,0.69,5,145,2,0,0,0,product_mng,0.023793103,medium
0.6,0.86,6,247,6,0,0,0,product_mng,0.020890688,medium
0.7,0.73,4,182,3,0,0,0,IT,0.016043956,medium
0.89,0.99,4,205,2,0,0,1,sales,0.019317073,medium
0.92,0.98,3,257,3,0,0,1,sales,0.011439689,medium
0.87,0.94,4,189,3,0,0,1,sales,0.01989418,medium
0.89,0.88,5,241,2,1,0,0,sales,0.018257261,medium
0.75,0.77,5,199,4,0,0,0,sales,0.019346734,medium
0.78,0.6,4,206,3,0,0,0,sales,0.011650485,medium
0.13,0.62,5,268,3,0,0,0,sales,0.011567164,medium
0.94,0.86,3,221,3,1,0,0,sales,0.011674208,medium
0.94,0.88,4,262,2,0,0,0,sales,0.013435115,medium
0.67,0.6,5,253,6,0,0,0,sales,0.011857708,medium
0.38,0.52,2,171,3,0,0,0,accounting,0.006081871,medium
0.8,0.77,4,194,3,0,0,0,accounting,0.015876289,medium
0.61,0.42,3,104,2,0,0,0,hr,0.012115385,medium
0.61,0.56,4,176,3,0,0,0,hr,0.012727273,medium
0.66,0.8,4,192,3,0,0,0,hr,0.016666667,medium
0.56,0.74,3,154,2,0,0,0,hr,0.014415584,medium
1,0.55,4,186,4,1,0,0,technical,0.011827957,medium
0.73,0.86,3,200,4,0,0,0,technical,0.0129,medium
0.6,0.66,4,132,4,0,0,0,technical,0.02,medium
0.83,0.73,4,247,2,0,0,0,support,0.011821862,medium
0.78,0.54,3,161,3,0,0,0,support,0.010062112,medium
0.52,0.38,2,103,3,0,0,0,support,0.007378641,medium
0.63,0.49,4,151,3,0,0,0,technical,0.012980132,medium
0.9,0.74,3,193,3,0,0,0,technical,0.011502591,medium
0.48,0.58,3,194,3,0,0,0,technical,0.008969072,medium
0.7,0.6,5,208,3,0,0,0,management,0.014423077,medium
0.68,0.66,4,229,3,0,0,0,IT,0.011528384,medium
0.7,0.87,3,166,2,0,0,0,IT,0.015722892,medium
0.77,0.5,3,141,3,0,0,0,IT,0.010638298,medium
0.73,0.93,3,249,2,0,0,0,IT,0.011204819,medium
0.87,0.48,4,264,3,0,0,0,IT,0.007272727,medium
0.53,0.51,3,274,2,1,0,0,product_mng,0.005583942,medium
0.59,0.39,5,200,4,0,0,0,product_mng,0.00975,medium
0.87,0.72,2,154,3,0,0,0,IT,0.009350649,medium
0.47,0.53,3,111,4,0,0,0,RandD,0.014324324,medium
0.59,0.72,3,182,3,0,0,0,sales,0.011868132,medium
0.77,0.83,3,175,3,0,0,1,sales,0.014228571,medium
0.78,0.4,4,145,5,1,0,1,sales,0.011034483,medium
0.6,0.96,4,220,3,1,0,1,sales,0.017454545,medium
0.53,0.77,4,259,2,1,0,1,sales,0.011891892,medium
0.73,0.69,3,228,2,0,0,1,sales,0.009078947,medium
0.76,0.94,3,189,3,0,0,0,sales,0.014920635,medium
0.12,0.61,6,257,3,0,0,0,sales,0.014241245,medium
0.2,0.98,3,180,6,0,0,0,sales,0.016333333,medium
0.5,0.77,4,180,3,0,0,0,sales,0.017111111,medium
0.79,0.65,5,215,2,1,0,0,sales,0.015116279,medium
0.96,0.68,3,132,2,0,0,0,sales,0.015454545,medium
0.43,0.71,3,186,2,0,0,0,accounting,0.011451613,medium
0.87,0.71,4,157,2,0,0,0,hr,0.018089172,medium
0.63,0.75,4,175,4,0,0,0,hr,0.017142857,medium
0.58,0.48,3,135,3,1,0,0,hr,0.010666667,medium
0.59,0.97,5,179,6,0,0,0,support,0.027094972,medium
0.92,0.98,3,149,3,0,0,0,support,0.019731544,medium
0.75,0.76,3,269,2,1,0,0,technical,0.008475836,medium
0.69,0.74,5,227,2,0,0,0,technical,0.016299559,medium
0.82,0.93,3,247,3,0,0,0,technical,0.011295547,medium
0.88,0.85,3,220,3,0,0,0,management,0.011590909,medium
0.89,0.91,3,233,2,0,0,0,IT,0.011716738,medium
1,0.79,5,171,5,0,0,0,IT,0.023099415,medium
0.66,0.91,4,234,2,1,0,0,IT,0.015555556,medium
0.76,0.92,3,176,2,0,0,0,IT,0.015681818,medium
0.8,0.62,5,190,4,1,0,0,IT,0.016315789,medium
0.58,0.86,4,168,2,0,0,0,product_mng,0.02047619,medium
0.18,0.9,4,282,4,0,0,0,product_mng,0.012765957,medium
0.47,0.46,2,152,2,0,0,0,IT,0.006052632,medium
0.92,0.64,4,217,4,0,0,0,RandD,0.011797235,medium
0.51,0.5,4,130,3,0,0,0,RandD,0.015384615,medium
0.13,0.61,5,198,5,0,0,0,sales,0.01540404,medium
0.58,0.97,3,274,4,1,0,1,sales,0.010620438,medium
0.75,0.63,4,209,3,0,0,1,sales,0.012057416,medium
0.8,0.94,4,271,4,0,0,1,sales,0.013874539,medium
0.78,0.6,4,143,2,0,0,1,sales,0.016783217,medium
0.92,0.6,5,236,3,1,0,1,sales,0.012711864,medium
0.85,0.98,5,222,3,0,0,1,sales,0.022072072,medium
0.52,0.63,3,233,3,0,0,1,sales,0.008111588,medium
0.95,0.84,3,270,3,1,0,1,sales,0.009333333,medium
0.81,0.92,5,258,3,0,0,1,sales,0.017829457,medium
0.16,0.82,6,202,4,1,0,1,sales,0.024356436,medium
0.91,0.74,3,150,2,0,0,0,accounting,0.0148,medium
0.88,0.51,3,208,3,0,0,0,hr,0.007355769,medium
0.94,0.73,3,196,3,0,0,0,hr,0.011173469,medium
0.76,0.79,5,187,4,0,0,0,hr,0.021122995,medium
0.49,0.67,3,140,2,0,0,0,hr,0.014357143,medium
0.63,0.91,4,252,3,1,0,0,support,0.014444444,medium
0.69,0.98,4,180,3,0,0,0,support,0.021777778,medium
0.48,0.61,3,251,3,0,0,0,support,0.007290837,medium
0.8,0.8,4,263,4,0,0,0,support,0.0121673,medium
0.89,0.74,5,260,6,0,0,0,technical,0.014230769,medium
0.67,0.63,3,227,3,0,0,0,technical,0.008325991,medium
0.37,0.86,6,260,3,0,0,0,technical,0.019846154,medium
0.93,0.61,5,158,3,0,0,0,management,0.019303797,medium
0.69,0.52,3,186,3,0,0,0,IT,0.008387097,medium
0.16,0.61,4,171,6,0,0,0,IT,0.014269006,medium
0.81,0.55,3,199,2,1,0,0,IT,0.008291457,medium
0.97,0.63,5,258,2,0,0,0,IT,0.012209302,medium
0.88,0.82,3,265,3,0,0,0,product_mng,0.009283019,medium
0.43,0.51,5,168,4,0,0,0,product_mng,0.015178571,medium
0.99,0.99,4,163,4,0,0,0,product_mng,0.024294479,medium
0.59,0.65,5,265,3,0,0,0,IT,0.012264151,medium
0.49,0.67,2,190,8,0,0,0,marketing,0.007052632,medium
0.92,0.99,3,176,8,0,0,0,sales,0.016875,medium
0.81,0.55,4,217,8,0,0,0,accounting,0.010138249,medium
0.62,0.91,3,269,8,0,0,0,support,0.010148699,medium
0.21,0.7,3,238,8,0,0,0,technical,0.008823529,medium
0.95,0.74,5,243,6,0,0,0,management,0.015226337,medium
0.51,0.8,4,198,6,0,0,0,marketing,0.016161616,medium
0.52,0.89,3,188,6,0,0,0,marketing,0.014202128,medium
0.64,0.56,3,257,6,0,0,0,marketing,0.006536965,medium
0.62,0.79,4,268,6,0,0,0,sales,0.011791045,medium
0.73,0.88,5,233,4,1,0,0,sales,0.01888412,medium
0.32,0.86,4,214,5,0,0,0,sales,0.016074766,medium
0.56,0.92,4,224,3,0,0,0,sales,0.016428571,medium
0.96,0.89,3,142,4,0,0,0,sales,0.018802817,medium
0.79,0.82,4,220,3,0,0,0,sales,0.014909091,medium
0.66,0.58,4,244,3,0,0,0,sales,0.009508197,medium
0.95,0.9,3,155,3,0,0,0,technical,0.017419355,medium
0.36,0.44,5,155,3,0,0,0,technical,0.014193548,medium
0.29,0.39,6,105,6,0,0,0,technical,0.022285714,medium
0.65,0.83,4,251,2,0,0,0,technical,0.013227092,medium
0.72,0.54,4,219,2,0,0,0,technical,0.009863014,medium
0.51,0.56,4,198,2,1,0,0,technical,0.011313131,medium
0.54,0.53,4,158,2,0,0,0,technical,0.013417722,medium
0.66,0.58,3,157,2,0,0,0,support,0.011082803,medium
0.59,0.54,4,178,2,0,0,0,support,0.012134831,medium
0.45,0.48,3,145,2,0,0,0,support,0.009931034,medium
0.15,0.91,5,230,3,0,0,0,support,0.019782609,medium
0.95,0.53,3,174,3,0,0,0,support,0.009137931,medium
0.7,0.76,4,173,2,0,0,0,support,0.017572254,medium
